row_number,review_file,id,source_file,source_line,report_surface,report_section,subject_if_known,topic_if_known,scenario_if_known,engine_meaning_plain_he,before_in_report_context,after_in_report_context,context_confidence,notes
149,parent-report-hebrew-owner-review-03-rows-101-150.xlsx,PR-HE-00755,utils/detailed-report-parent-letter-he.js,270,report_builder,topic_card,,שברים,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
לפני החלפה: הכיוון החזק: [נתון משתנה] — שווה לשמר עליו עם תרגול קצר עד שהכיוון מתבהר.","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אחרי החלפה: הכיוון החזק: … — שווה לשמר עליו עם תרגול קצר עד שהכיוון מתבהר.",medium,
150,parent-report-hebrew-owner-review-03-rows-101-150.xlsx,PR-HE-00756,utils/detailed-report-parent-letter-he.js,273,report_builder,topic_card,,שברים,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
לפני החלפה: יש תנועה [נתון משתנה] — כדאי להמשיך בתרגול קצר ולא לקפוץ רמה מהר.","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אחרי החלפה: יש תנועה … — כדאי להמשיך בתרגול קצר ולא לקפוץ רמה מהר.",medium,
151,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00757,utils/detailed-report-parent-letter-he.js,275,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: התמונה עדיין חלקית — עוד קצת תרגול יבהיר את הכיוון.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): התמונה עדיין חלקית — עוד קצת תרגול יבהיר את הכיוון.",medium,
152,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00767,utils/detailed-report-parent-letter-he.js,407,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: בתקופה שנבחרה עדיין אין מספיק שאלות כדי לראות אם יש מגמה ברורה.","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): בתקופה שנבחרה עדיין אין מספיק שאלות כדי לראות אם יש מגמה ברורה.",high,
153,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00776,utils/detailed-report-parent-letter-he.js,433,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: בשברים הנתון עדיין חלקי. [נתוני התרגול]${rc","בונה דוח — כללי
אחרי החלפה: עדיין אין מספיק תרגול כדי לקבל תמונה ברורה.",medium,
154,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00781,utils/learning-patterns-analysis.js,108,report_builder,topic_card,,שברים,weak_topic_math_q20,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: הנושא","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): הנושא",medium,Source may feed parent report — confirm render path
155,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00782,utils/learning-patterns-analysis.js,113,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: בשברים נראית שליטה טובה בתקופה שנבחרה: כ־[דיוק]% נכון מתוך [מספר שאלות] שאלות.","בונה דוח — כללי
אחרי החלפה: ב… נראית שליטה טובה בתקופה שנבחרה: כ־…% נכון מתוך … שאלות.",medium,
156,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00783,utils/learning-patterns-analysis.js,114,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: כשיש טעות, לפעמים חוזר אותו דפוס ([נתון משתנה] מקרים דומים בתקופה שנבחרה) — כדאי לעצור רגע על דוגמה אחת ביחד.","בונה דוח — כללי
אחרי החלפה: כשיש טעות, לפעמים חוזר אותו דפוס (… מקרים דומים בתקופה שנבחרה) — כדאי לעצור רגע על דוגמה אחת ביחד.",medium,
157,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00784,utils/learning-patterns-analysis.js,115,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — home recommendations
לפני החלפה: מה כדאי לעשות בבית: לבחור תרגיל אחד קצר, לעבור עליו בקול צעד אחר צעד, ואז לתת לילד לנסות שוב בעצמו.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): מה כדאי לעשות בבית: לבחור תרגיל אחד קצר, לעבור עליו בקול צעד אחר צעד, ואז לתת לילד לנסות שוב בעצמו.",high,
158,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00798,utils/learning-patterns-analysis.js,356,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: בנושא תרגול","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): בנושא תרגול",medium,Source may feed parent report — confirm render path
159,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00799,utils/learning-patterns-analysis.js,356,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: נושא בתרגול","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): נושא בתרגול",medium,Source may feed parent report — confirm render path
160,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00822,utils/learning-patterns-analysis.js,450,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: [נתון משתנה] ו[נתון משתנה]","בונה דוח — כללי
אחרי החלפה: … ו…",medium,
161,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00823,utils/learning-patterns-analysis.js,451,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: [נתון משתנה] ו[נתון משתנה]","בונה דוח — כללי
אחרי החלפה: … ו…",medium,
162,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00841,utils/learning-patterns-analysis.js,653,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: [פתיחה] עדיין מעט מידע בתקופה שנבחרה — אחרי עוד קצת תרגול אפשר יהיה לנסח תמונה מלאה יותר.","בונה דוח — כללי
אחרי החלפה: … עדיין אין מספיק מידע בתקופה שנבחרה — אחרי עוד קצת תרגול אפשר יהיה לנסח תמונה מלאה יותר.",medium,
163,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00852,utils/learning-patterns-analysis.js,708,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
לפני החלפה: רואים גם נושאים שעדיין מתחזקים: [נתון משתנה].","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אחרי החלפה: רואים גם נושאים שעדיין מתחזקים: ….",medium,
164,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00870,utils/learning-patterns-analysis.js,841,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: נתונים חלקיים לדפוס מסוים.","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): נתונים חלקיים לדפוס מסוים.",medium,
165,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00871,utils/learning-patterns-analysis.js,845,report_builder,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כללי
לפני החלפה: יש עוד אזורים עם טעויות מפוזרות שלא הגיעו לסף דפוס שחוזר מספיק — האבחון בהם נשאר חלקי.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): יש עוד אזורים עם טעויות מפוזרות שלא הגיעו לסף דפוס שחוזר מספיק — האבחון בהם נשאר חלקי.",medium,Exported builder/UI function: improveHe
166,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00875,utils/learning-patterns-analysis.js,908,report_builder,subject_card,חשבון,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס מקצוע | מקצוע לדוגמה: חשבון
אזור בדוח: subject_card
לפני החלפה: המקצוע","בונה דוח — כרטיס מקצוע | מקצוע לדוגמה: חשבון
אזור בדוח: subject_card
אחרי החלפה (ללא שינוי מוצע): המקצוע",medium,Source may feed parent report — confirm render path
167,parent-report-hebrew-owner-review-04-rows-151-200.xlsx,PR-HE-00876,utils/learning-patterns-analysis.js,917,report_builder,subject_card,חשבון,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — כרטיס מקצוע | מקצוע לדוגמה: חשבון
לפני החלפה: subjectPriorityReasonHe: בשברים המידע עדיין חלקי — עדיף תרגול קל ובדיקה חוזרת, לא שינוי גדול מדי.","בונה דוח — כרטיס מקצוע | מקצוע לדוגמה: חשבון
אחרי החלפה: subjectPriorityReasonHe: ב… המידע עדיין חלקי — עדיף תרגול קל ובדיקה חוזרת, לא שינוי גדול מדי.",medium,
