row_number,id,audience,source_file,source_line,surface,section,decision_type,engine_meaning_plain_he,before_in_context,context_confidence,notes
384,SD-HE-01901,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,17,decision_general,general,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בממשק החלטות
אזור: general
סוג החלטה: data_sufficiency
כפי שמופיע: דל נתון",high,
385,SD-HE-01905,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,41,decision_general,general,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: general
סוג החלטה: recommendation
כפי שמופיע: מומלץ מעקב",high,
386,SD-HE-01907,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,50,decision_general,general,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בממשק החלטות
אזור: general
סוג החלטה: data_sufficiency
כפי שמופיע: דלות נתונים",high,
387,SD-HE-01915,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,76,decision_general,general,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: general
סוג החלטה: recommendation
כפי שמופיע: מה כדאי לחזק קודם",high,
388,SD-HE-01917,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,79,decision_general,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בממשק החלטות
אזור: progression
סוג החלטה: progression
כפי שמופיע: קפיצה לרמה גבוהה",high,
389,SD-HE-01925,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,104,decision_general,recommendation,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: recommendation
סוג החלטה: recommendation
כפי שמופיע: זיכרון המלצה",high,
390,SD-HE-01938,mixed_or_unclear,utils/parent-report-language/forbidden-terms.js,169,decision_general,recommendation,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: recommendation
סוג החלטה: recommendation
כפי שמופיע: זיכרון המלצה",high,
391,SD-HE-01985,mixed_or_unclear,utils/topic-next-step-engine.js,1332,recommendation_engine,recommendation,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בהמלצות מערכת
אזור: recommendation
סוג החלטה: data_sufficiency
כפי שמופיע: בהמלצת מערכת: מידע מצומצם",high,
392,SD-HE-02001,mixed_or_unclear,utils/topic-next-step-phase2.js,362,recommendation_engine,data_sufficiency,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בהמלצות מערכת
אזור: data_sufficiency
סוג החלטה: data_sufficiency
כפי שמופיע: בהמלצת מערכת: אין מספיק מידע לשינוי גדול עכשיו.",high,
393,SD-HE-02004,mixed_or_unclear,utils/topic-next-step-phase2.js,456,recommendation_engine,data_sufficiency,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בהמלצות מערכת
אזור: data_sufficiency
סוג החלטה: data_sufficiency
כפי שמופיע: בהמלצת מערכת: לא מורידים רמה או כיתה כשעדיין אין מספיק מידע — ממשיכים בחיזוק באותה רמה.",high,
