severity,category,book,page,path,issue,evidence,recommendation
High,Standalone lesson wording,hebrew-g4,page-055.txt,audio-text/books/hebrew-g4/pages/page-055.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | הסיבה | לסידור | ומה | התוצאה? | מצאו | כי | — | ""סידרה | מדפים, | כי | הגיעו | מאה | ספרי | מדע."" | הסיבה | לסידור | — | הגיעו | ספרים | חדשים. | לכן | — | ""שמחו, | ולכן | השאילו | יותר."" | תוצאה","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-062.txt,audio-text/books/hebrew-g4/pages/page-062.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | הדמיון | בין | דינוזאורים | ללווייתנים? | כתוב | — | שניהם | ענקיים. | כתוב | — | שניהם | אוכלים | הרבה. | כתוב | — | שניהם | זזים | לאט. | ענקיים, | אוכלים | הרבה, | זזים | לאט | — | הדמיון | שכת","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-069.txt,audio-text/books/hebrew-g4/pages/page-069.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | ""הספרייה | פתוחה | מחר"" | — | נכון? | מחפשים | מחר | בטקסט | — | ""מחר | סגורה | בגלל | חג."" | הטקסט | אומר | במפורש | שמחר | סגורה. | המשפט | לבדיקה | אומר | ""פתוחה"" | — | זה | הפוך | ממה | שכתוב. | לא","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-076.txt,audio-text/books/hebrew-g4/pages/page-076.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | מתאים | — | יבש, | חלק, | חם? | אחרי | גשם | — | השביל | לא | יבש, | ולא | חם. | ""מסוכן | לריצה"" | — | רמז | שהשביל | מחליק. | חלק | — | אחרי | גשם | השביל | חלק | ומחליק. | חלק | — | השביל | חלק ","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Hebrew typo,hebrew-g4,page-078.txt,audio-text/books/hebrew-g4/pages/page-078.txt,"טעות כתיב: ""שממנן"".",היום | נלמד | על | שורש | — | שלוש | אותיות | שממנן | נבנות | מילים. | מילים | מאותה | משפחה | קשורות | במשמעות.,"להחליף ל: ""שמהן"" — ""שלוש אותיות שמהן נבנות מילים."""
High,Standalone lesson wording,hebrew-g4,page-083.txt,audio-text/books/hebrew-g4/pages/page-083.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | השורש | של | שומר, | שמירה, | משמר? | מחפשים | אותיות | שחוזרות | — | ש.מ.ר. | ש.מ.ר | — | חוזרת | בכל | שלוש | המילים. | כולן | קשורות | לשמירה. | שורש | ש.מ.ר. | ✓","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-090.txt,audio-text/books/hebrew-g4/pages/page-090.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | האם | ""נדירה"" | ו""הגבוה"" | כתובות | נכון? | נדירה | — | נ.ד.י.ר.ה | — | קוראים | בקול, | נשמע | מוכר. | הגבוה | — | ה.ג.ב.ו.ה | — | קוראים | בקול, | נשמע | נכון. | שתי | המילים | כתובות | נכון, | אין |","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-097.txt,audio-text/books/hebrew-g4/pages/page-097.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | קורא | או | קוראות? | חמש | ילדות | — | רבות | נקבה. | פועל | לרבות | — | קוראות. | קורא | — | ליחיד | זכר, | לא | מתאים. | קוראות | — | חמש | ילדות | קוראות. | ✓","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-104.txt,audio-text/books/hebrew-g4/pages/page-104.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | פועל | לעתיד | ופועל | לעבר? | ""בשבוע | הבא"" | — | עתיד. | הכיתה | תבקר. | ""בשנה | שעברה"" | — | עבר. | הם | ביקרו. | תבקר | = | עתיד. | ביקרו | = | עבר. | בשבוע | הבא | — | תבקר | (עתיד). | בשנה | שעבר","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-111.txt,audio-text/books/hebrew-g4/pages/page-111.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מתארת | / | תיאור | — | פועל | או | שם? | מתארת | — | מה | הכתבה | עושה? | פעולה. | תיאור | — | מה | הוא? | דבר, | עניין. | מתארת | = | פועל. | תיאור | = | שם. | מתארת | — | פועל; | תיאור | — | שם | עצ","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-118.txt,audio-text/books/hebrew-g4/pages/page-118.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | יושב | או | עומד | על? | בפינת | קריאה | — | בדרך | כלל | יושבים. | יושב | על | כיסא | — | צירוף | נפוץ | ונכון. | עומד | על | כיסא | — | לא | צירוף | רגיל. | יושב | — | ""יושב | על | כיסא."" | ✓","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-125.txt,audio-text/books/hebrew-g4/pages/page-125.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מי | הדמות | ומה | העלילה? | דמות | — | מי | בסיפור? | הילדה | שמתרגשת. | עלילה | — | מה | קורה? | מתרגשת | מול | שלד, | שואלת | שאלות. | המחבר | — | מי | כתב? | לא | הילדה. | דמות | — | הילדה. | עלילה","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-132.txt,audio-text/books/hebrew-g4/pages/page-132.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | המשמעות | של | ""נפל | האסימון""? | ביטוי | — | לא | לקחת | מילה | אחת. | הקשר | — | דנה | ""הבינה | את | כל | הפרק"" | אחרי | שמצאה | את | הספר. | ""נפל | האסימון"" | = | הבנה | פתאומית. | ""נפל | האסימ","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-139.txt,audio-text/books/hebrew-g4/pages/page-139.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | קרוב | — | מעניין | ומרתק? | מעניין | — | עוורר | סקרנות. | מרתק | — | עוורר | סקרנות | חזקה | יותר. | שתיהן | מביעות | עניין, | ההבדל | בחוזק. | כן | — | מעניין | ומרתק | קרובים | במשמעות. | ✓","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-146.txt,audio-text/books/hebrew-g4/pages/page-146.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | ההפך | של | שקט | בים? | שקט | — | מצב | של | רגיעה | ללא | תנועה | חזקה. | סערה | — | מים | סוערים, | ההפך | מרגיעה. | נוח | ורגוע | — | קרובים | לשקט, | לא | הפוכים. | סוער | — | ההפך | של | שקט","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-153.txt,audio-text/books/hebrew-g4/pages/page-153.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | מתאים | — | רשמי, | מצחיק, | ישן? | עיתונאית | ומנהל | — | הקשר | מקצועי. | ""לא | שיחה | קצרה | בלי | הכנה"" | — | רמז | לראיון | מוכן | וחשוב. | רשמי | — | מדויק | לעיתון | ולמנהל. | ראיון | רשמי.","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-160.txt,audio-text/books/hebrew-g4/pages/page-160.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | מולם | הלימוד | — | סיכום | או | משחק? | סיכום | — | מתרחש | בשיעור, | קשור | ללמידה. | מסקנה | — | גם | מילה | לימודית | בקטע. | משחק | — | כיף, | אבל | לא | מעולם | הלימוד | בהקשר | זה. | סיכום ","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-167.txt,audio-text/books/hebrew-g4/pages/page-167.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | כיצד | בונים | חיבור | על | טיול | במוזיאון? | פתיחה | — | ""ביקרנו | במוזיאון | לתולדות | הטבע."" | גוף | — | ""ראינו | שלדי | דינוזאורים | ורשמנו | שאלות."" | סיום | — | ""למדתי | שחשוב | לשמור | על | עול","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-174.txt,audio-text/books/hebrew-g4/pages/page-174.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | איזו | שפה | מתאימה | לסיפור | אישי? | סיפור | אישי | — | רגשות, | דיבור, | תיאור. | ""הספרנית | אמרה | בחיוך"" | — | דיבור | ורגש, | מתאים | לסיפור. | ""לפי | נתונים | נשאלו | מאה | ספרים"" | — | עובדות |","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-181.txt,audio-text/books/hebrew-g4/pages/page-181.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | מה | הסיום | המתאים | לחיבור | על | מים? | נושא | — | מים, | תערוכה, | עובדות. | מסקנה | קשורה | — | מה | למדנו | על | מים? | משפט | מתאים: | ""למדתי | שמים | חשובים | לחיים | ולטבע."" | למדתי | שמים | ח","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
High,Standalone lesson wording,hebrew-g4,page-188.txt,audio-text/books/hebrew-g4/pages/page-188.txt,"הטקסט מפנה ל""סעיף 5"". זה נשמע טכני ולא טבעי בספר/שמע לילדים.","שאלת | סעיף | 5: | איך | לבקש | מנומס? | מתחילים | בסליחה | או | אפשר. | מסבירים | מה | צריך | — | ספר | גבוה | על | המדף. | מסיימים | בבקשה. | ""סליחה, | אפשר | בבקשה | עזרה | להגיע | לספר | על | המדף | הגבוה?"" | ✓","להחליף ל""השאלה מהעמוד הקודם"" / ""שאלת התרגול"" או פשוט לחזור על השאלה עצמה."
